from,to,cost
52656,57007,613.6836463946238
52656,57008,633.6459293290585
52656,57011,628.0997217189555
52656,57012,614.6502949173097
52656,57014,623.3762472832867
52656,57102,682.192518027507
52656,57105,712.6316957965369
52656,57110,700.983862437139
52656,57111,702.9577875249751
52674,52679,70.38216204505112
52674,52681,106.5461513754515
52674,52784,117.6430590685174
52674,52787,139.38253051764093
52674,52797,217.29519390635448
52674,52881,175.3524567878654
52674,52884,273.01890011516053
52674,52885,199.8092227092922
52674,52895,302.60090374467165
52674,52896,268.59363720287394
52674,52978,340.84790201107177
52674,52980,277.907801002646
52674,52981,310.32909893228475
52674,52982,336.91315106494
52674,52983,326.3672083712319
52674,52984,314.035438732719
52674,52985,335.4501226173057
52674,52986,360.5937559360669
52674,52988,354.5143599727131
52674,52993,395.7077794871802
52674,52995,377.6721938764662
52674,52996,417.7435160669182
52674,52998,398.3657818351251
52674,53821,506.1803559124093
52674,53829,582.8537034941709
52674,53906,449.9460333661724
52674,53908,443.6426638234394
52674,53915,513.7942807428111
52674,53917,495.97799504774207
52674,53923,574.9829084908363
52674,53924,614.9198914164913
52674,53925,543.3481787450502
52674,53926,576.7401020159735
52674,53927,534.6118195579013
52674,53928,555.9063955965942
52674,53930,567.4820627201516
52674,53934,599.684571193012
52674,53935,649.1931212150213
52674,53937,609.5185100333017
52674,56071,409.07900530203756
52674,56074,470.9852159925939
52674,56080,369.0325669081672
52674,56081,411.9055736166795
52674,56082,428.7966227956065
52674,56084,476.72230748427313
52674,56091,437.6365886030504
52674,56092,431.952824286123
52674,56093,461.20116132799046
52674,56094,540.4088577023365
52674,56095,515.2577923966385
52674,56096,599.9112201765007
52674,56192,636.4740193797417
52674,57001,490.321573474028
52674,57002,499.80449619108055
52674,57004,468.59927240039167
52674,57006,528.840051966395
52674,57007,535.070757312109
52674,57008,555.089306482395
52674,57011,538.4088787572141
52674,57012,523.1209498951168
52674,57014,536.6396470919975
52674,57102,602.1911905965878
52674,57105,636.2562058962537
52674,57110,618.2103303667697
52674,57111,617.8689419481374
52679,52681,86.77893629608874
52679,52784,54.035403882347076
52679,52787,82.07009976049133
52679,52797,147.03337812160606
52679,52881,113.93363964538305
52679,52884,208.438003114211
52679,52885,139.99493449665604
52679,52895,233.03571735252024
52679,52896,201.15043767342695
52679,52978,303.0857777215529
52679,52980,224.19064062309363
52679,52981,257.2588948477772
52679,52982,282.7430563605307
52679,52983,263.5006510676731
52679,52984,264.42828554691596
52679,52985,284.466976400892
52679,52986,303.41659881201133
52679,52988,298.94892015310444
52679,52993,328.5205716456582
52679,52995,313.19858432790005
52679,52996,352.1040507105818
52679,52998,339.3867725766668
52679,53821,436.88761513047274
52679,53829,512.8415697165674
52679,53906,381.32585791793656
52679,53908,377.746582564102
52679,53915,443.71160221286095
52679,53917,427.41410766422297
52679,53923,504.64626735444324
52679,53924,544.7334874044712
52679,53925,472.97304289221205
52679,53926,506.46640504126685
52679,53927,465.1298038383264
52679,53928,485.86033083280824
52679,53930,498.45713604154577
52679,53934,529.490274523012
52679,53935,578.9174864758697
52679,53937,539.156823608608
52679,56071,372.1199501131587
52679,56074,439.5955146332145
52679,56080,325.70414665682983
52679,56081,363.59837445674776
52679,56082,379.19434810944165
52679,56084,431.53470855428753
52679,56091,377.8862318418725
52679,56092,370.2237009605887
52679,56093,406.98909687912453
52679,56094,485.6918075756321
52679,56095,459.5919727214002
52679,56096,542.7074287943682
52679,56192,582.1917682744478
52679,57001,425.8921206300099
52679,57002,433.6640240497139
52679,57004,406.6454420092389
52679,57006,463.28200744556284
52679,57007,473.6225483587075
52679,57008,493.5531794427816
52679,57011,470.99700776312005
52679,57012,454.92079771557604
52679,57014,470.67748511260703
52679,57102,539.589595468187
52679,57105,575.5571174537553
52679,57110,554.0301999261588
52679,57111,552.4840196373992
52681,52784,130.09099472941813
52681,52787,160.2515041733221
52681,52797,182.5158281194169
52681,52881,183.88758130856525
52681,52884,265.18233621836043
52681,52885,209.8156172584986
52681,52895,269.2470915747086
52681,52896,250.03671032635555
52681,52978,385.0625523026552
52681,52980,296.7496883296478
52681,52981,329.46874122954745
52681,52982,353.1319184216698
52681,52983,321.53106742690983
52681,52984,339.6404271291797
52681,52985,358.0251713487103
52681,52986,369.6304975370472
52681,52988,367.33170024136865
52681,52993,372.8191647470266
52681,52995,366.0019952331676
52681,52996,400.76338544319685
52681,52998,402.1688847006378
52681,53821,437.0918552824988
52681,53829,518.6954090414264
52681,53906,418.0847546988569
52681,53908,425.0561851304476
52681,53915,468.0830870073564
52681,53917,463.5022629595088
52681,53923,516.6674862588616
52681,53924,566.0681622212135
52681,53925,489.9625673051227
52681,53926,526.6271660185948
52681,53927,494.94362998297146
52681,53928,510.0123070215773
52681,53930,495.8388488778887
52681,53934,537.8228879197287
52681,53935,588.3228559660446
52681,53937,551.79825908083
52681,56071,453.8102118992549
52681,56074,523.1452160815862
52681,56080,404.4077481612623
52681,56081,438.1487218799444
52681,56082,452.40180755173435
52681,56084,507.794753413447
52681,56091,438.6598448527248
52681,56092,427.6066984917806
52681,56093,475.0336269317805
52681,56094,552.1749131190023
52681,56095,525.1553210377932
52681,56096,605.2742485605229
52681,56192,648.3568597837784
52681,57001,476.288466809519
52681,57002,479.1335723815985
52681,57004,462.9029775766876
52681,57006,510.0233094228211
52681,57007,529.8536015979704
52681,57008,549.3589890276737
52681,57011,511.4403844865316
52681,57012,492.2900705378263
52681,57014,516.1030098292955
52681,57102,592.6821939214035
52681,57105,632.0811392254953
52681,57110,603.3148819915014
52681,57111,598.5672084397546
52784,52787,30.173325549953713
52784,52797,106.79580053371502
52784,52881,59.92751602821721
52784,52884,155.81514063940332
52784,52885,85.96169484689979
52784,52895,187.2561329047538
52784,52896,151.1101016932618
52784,52978,254.98176566867556
52784,52980,170.75066304038498
52784,52981,203.82900719388482
52784,52982,229.03741792993887
52784,52983,210.18581302012487
52784,52984,211.87921728502744
52784,52985,231.4298641437546
52784,52986,249.3921173727507
52784,52988,245.03596752030984
52784,52993,278.08142834330147
52784,52995,260.64056725191773
52784,52996,300.2939909937731
52784,52998,285.3966318992602
52784,53821,403.6584520579571
52784,53829,475.87860809610044
52784,53906,332.847403166376
52784,53908,326.1348224841437
52784,53915,399.27490775205695
52784,53917,378.79962503032885
52784,53923,464.90297020145084
52784,53924,500.72737956585155
52784,53925,431.3361133207138
52784,53926,463.2028444478279
52784,53927,418.43345197900106
52784,53928,441.1532872645849
52784,53930,465.84833682770915
52784,53934,491.2063066883107
52784,53935,539.7484954798022
52784,53937,498.84180682050004
52784,56071,323.7215466697766
52784,56074,393.31550765091527
52784,56080,274.9591422593856
52784,56081,310.99974400924583
52784,56082,326.21442686366413
52784,56084,379.65719702168286
52784,56091,323.9833633271589
52784,56092,316.67431836316933
52784,56093,353.1329030555731
52784,56094,431.74986714808716
52784,56095,405.5938633253976
52784,56096,488.67525555052737
52784,56192,528.2580974100135
52784,57001,373.3825406095648
